input,output
어선 대양호 대산항 및 진입수로 1~2톤미만 8월 4-8시,전복
수상레저기구 진진호 인천항 및 진입수로 1톤미만 10월 12-16시,추진축계손상
어선 고산호 서해영해 1~2톤미만 8월 20-24시,좌초
수상레저기구 만경창파호 서해영해 1톤미만 5월 12-16시,기관손상
어선 조영호 서해영해 1~2톤미만 9월 8-12시,기관손상
수상레저기구 블루마린호 남해영해 1톤미만 1월 8-12시,기관손상
어선 신항호 남해영해 1~2톤미만 8월 4-8시,충돌
어선 명진호 남해영해 1~2톤미만 4월 12-16시,전복
어선 신항호 남해영해 1~2톤미만 8월 4-8시,추진축계손상
어선 창진호 남해영해 1~2톤미만 9월 8-12시,기관손상
어선 화창호 서해영해 1~2톤미만 10월 12-16시,기관손상
어선 불사조호 남해영해 1~2톤미만 5월 8-12시,기관손상
어선 일정호 동해영해 1~2톤미만 2월 4-8시,부유물감김
수상레저기구 그리핀호 남해영해 1톤미만 1월 12-16시,기관손상
어선 삼일호 동해영해 1~2톤미만 4월 4-8시,좌초
어선 영해호 서해영해 1~2톤미만 7월 8-12시,기관손상
수상레저기구 달마호 부산항 및 진입수로 1톤미만 3월 12-16시,운항저해
어선 청일23호 남해영해 1~2톤미만 1월 8-12시,부유물감김
어선 장경호 남해영해 1~2톤미만 6월 4-8시,기관손상
어선 동운호 남해영해 1~2톤미만 6월 8-12시,좌초
어선 대복호 서해영해 1~2톤미만 8월 16-20시,화재 · 폭발
어선 경남호 동해영해 1~2톤미만 9월 8-12시,기관손상
"어선 태양호 여수항, 광양항 및 진입수로 1~2톤미만 3월 4-8시",기관손상
어선 대광호 동해영해 1~2톤미만 3월 4-8시,부유물감김
수상레저기구 창성호(무등록선박) 남해영해 1톤미만 6월 16-20시,침수
어선 영진호 남해영해 1~2톤미만 3월 4-8시,기관손상
어선 영복호 동해영해 1~2톤미만 4월 8-12시,침수
어선 세명호 남해영해 1~2톤미만 8월 8-12시,운항저해
수상레저기구 레전드 남해영해 1톤미만 7월 8-12시,충돌
"어선 복성호 장항항,군산항 및 진입수로 1~2톤미만 4월 8-12시",충돌
어선 남일호 서해영해 1~2톤미만 5월 4-8시,부유물감김
어선 영길호 서해영해 1~2톤미만 8월 4-8시,충돌
수상레저기구 대성호 남해영해 1톤미만 11월 16-20시,운항저해
어선 동명호 남해영해 1~2톤미만 9월 12-16시,전복
어선 아흥호 서해영해 1~2톤미만 10월 8-12시,침수
어선 청일23호 남해영해 1~2톤미만 10월 4-8시,운항저해
어선 대광호 동해영해 1~2톤미만 12월 16-20시,기관손상
어선 성진호 남해영해 1~2톤미만 4월 4-8시,조타장치손상
어선 정훈호 남해영해 1~2톤미만 7월 8-12시,기관손상
어선 수진호 남해영해 1~2톤미만 8월 0-4시,화재 · 폭발
어선 금성호 남해영해 1~2톤미만 11월 4-8시,기관손상
어선 봉성호 남해영해 1~2톤미만 7월 20-24시,기관손상
어선 헌터호 남해영해 1~2톤미만 12월 8-12시,추진축계손상
어선 헌터호 남해영해 1~2톤미만 2월 8-12시,부유물감김
어선 동운호 동해영해 1~2톤미만 7월 4-8시,기관손상
어선 스피드호 인천항 및 진입수로 1~2톤미만 5월 8-12시,부유물감김
어선 도원호 남해영해 1~2톤미만 9월 4-8시,화재 · 폭발
어선 수영호 남해영해 1~2톤미만 10월 8-12시,침몰
어선 바다호 남해영해 1~2톤미만 10월 16-20시,기관손상
어선 동진호 남해영해 1~2톤미만 9월 8-12시,기관손상
수상레저기구 빅토리아호 서해영해 1톤미만 4월 8-12시,기관손상
어선 월명호 동해영해 1~2톤미만 1월 8-12시,충돌
어선 수덕호 서해영해 1~2톤미만 2월 16-20시,기관손상
어선 부강호 남해영해 1~2톤미만 3월 12-16시,기관손상
어선 부영호 남해영해 1~2톤미만 3월 0-4시,기관손상
수상레저기구 씨폭스210호 서해영해 1톤미만 6월 8-12시,기관손상
어선 신성호 남해영해 1~2톤미만 4월 4-8시,침수
어선 청일2호 남해영해 1~2톤미만 5월 12-16시,추진축계손상
어선 파이브스타호 남해영해 1~2톤미만 7월 12-16시,추진축계손상
수상레저기구 빅보트호 서해영해 1톤미만 7월 8-12시,기관손상
수상레저기구 대한민국호 대산항 및 진입수로 1톤미만 9월 12-16시,기관손상
어선 용진호 남해영해 1~2톤미만 7월 12-16시,좌초
어선 길창호 서해영해 1~2톤미만 8월 8-12시,좌초
어선 등대호 목포항 및 진입수로 1~2톤미만 10월 0-4시,접촉
어선 삼성호 남해영해 1~2톤미만 1월 4-8시,충돌
어선 동선호 남해영해 1~2톤미만 1월 16-20시,좌초
어선 용진호 남해영해 1~2톤미만 2월 8-12시,기관손상
어선 부영호 남해영해 1~2톤미만 5월 0-4시,충돌
어선 경성호 남해영해 1~2톤미만 6월 16-20시,기관손상
수상레저기구 아인수호 동해영해 1톤미만 10월 4-8시,추진축계손상
어선 대흥호 남해영해 1~2톤미만 7월 4-8시,운항저해
어선 청일44호 남해영해 1~2톤미만 8월 12-16시,기관손상
어선 대일호 남해영해 1~2톤미만 10월 4-8시,기관손상
어선 남성호 남해영해 1~2톤미만 11월 8-12시,운항저해
수상레저기구 구미호 남해영해 1톤미만 12월 16-20시,기관손상
수상레저기구 마루호 동해영해 1톤미만 12월 16-20시,침수
어선 창양호 부산항 및 진입수로 1~2톤미만 11월 12-16시,기관손상
어선 현덕호 서해영해 1~2톤미만 1월 16-20시,운항저해
기타선 효성호 남해영해 1톤미만 3월 8-12시,침수
어선 대영호 남해영해 1~2톤미만 3월 8-12시,기관손상
어선 성일호 동해영해 1~2톤미만 4월 8-12시,부유물감김
수상레저기구 씨스타호 동해영해 1톤미만 5월 4-8시,기관손상
어선 금성호 남해영해 1~2톤미만 6월 16-20시,기관손상
어선 상진호 서해영해 1~2톤미만 6월 12-16시,운항저해
어선 메리호 남해영해 1~2톤미만 6월 12-16시,기관손상
어선 제2갈릴리호 남해영해 1~2톤미만 8월 8-12시,해양오염
어선 동경호 남해영해 1~2톤미만 10월 8-12시,추진축계손상
어선 금영호 남해영해 1~2톤미만 10월 8-12시,침수
기타선 성진호 남해영해 1톤미만 6월 16-20시,충돌
수상레저기구 우정호 서해영해 1톤미만 8월 8-12시,침수
어선 금영호 남해영해 1~2톤미만 10월 12-16시,기관손상
어선 경순호 서해영해 1~2톤미만 1월 8-12시,기관손상
"어선 창연호 삼천포, 통영항, 통영해만, 견내량수로 1~2톤미만 1월 12-16시",기관손상
어선 화성호 동해영해 1~2톤미만 3월 8-12시,좌초
어선 정덕호 남해공해 1~2톤미만 6월 8-12시,기관손상
어선 한리호 동해영해 1~2톤미만 7월 8-12시,화재 · 폭발
어선 메리호 남해영해 1~2톤미만 8월 16-20시,부유물감김
어선 부강호 남해영해 1~2톤미만 9월 20-24시,침몰
어선 명성호 동해영해 1~2톤미만 9월 4-8시,침몰
어선 민준호 서해영해 1~2톤미만 9월 12-16시,추진축계손상
어선 부흥1호 서해영해 1~2톤미만 10월 4-8시,전복
어선 용가리호 남해영해 1~2톤미만 11월 4-8시,추진축계손상
어선 평화호 서해영해 1~2톤미만 12월 16-20시,충돌
어선 청일43호 남해영해 1~2톤미만 12월 4-8시,부유물감김
어선 수진호 남해영해 1~2톤미만 2월 8-12시,추진축계손상
어선 금일호 서해영해 1~2톤미만 2월 8-12시,추진축계손상
수상레저기구 써니호 동해영해 1톤미만 10월 12-16시,전복
어선 금강산호 남해영해 1~2톤미만 2월 8-12시,기관손상
어선 일광호 남해영해 1~2톤미만 3월 16-20시,기관손상
어선 상진호 서해영해 1~2톤미만 3월 16-20시,기관손상
수상레저기구 선명미상 남해영해 1톤미만 11월 8-12시,침몰
수상레저기구 부영호 남해영해 1톤미만 3월 16-20시,화재 · 폭발
수상레저기구 스타포트호 서해영해 1톤미만 9월 8-12시,추진축계손상
수상레저기구 스타호 서해영해 1톤미만 10월 8-12시,추진축계손상
어선 일광호 남해영해 1~2톤미만 3월 12-16시,기관손상
어선 한리호 동해영해 1~2톤미만 3월 8-12시,부유물감김
"어선 그린호 동해항, 묵호항, 속초항, 삼척항 1~2톤미만 4월 4-8시",부유물감김
어선 창연호 남해영해 1~2톤미만 4월 8-12시,좌초
어선 문화호 서해영해 1~2톤미만 6월 4-8시,기관손상
어선 제38득명호 부산항 및 진입수로 100~500톤미만 3월 0-4시,충돌
어선 서영2호 동해영해 1~2톤미만 7월 20-24시,화재 · 폭발
수상레저기구 양산2호 남해영해 1톤미만 4월 12-16시,운항저해
기타선 호원호 남해영해 1톤미만 3월 12-16시,침수
어선 천수호 서해영해 1~2톤미만 8월 4-8시,침수
어선 민준호 서해영해 1~2톤미만 8월 8-12시,침수
수상레저기구 만득호 서해영해 1톤미만 5월 8-12시,충돌
어선 경순호 서해영해 1~2톤미만 9월 4-8시,부유물감김
수상레저기구 바다1호 남해영해 1톤미만 8월 12-16시,기관손상
어선 복성호 동해영해 1~2톤미만 7월 4-8시,기관손상
수상레저기구 태현호 서해영해 1톤미만 10월 12-16시,전복
수상레저기구 포세이돈호 동해영해 1톤미만 9월 8-12시,기관손상
수상레저기구 찬우호 남해영해 1톤미만 4월 12-16시,운항저해
어선 청일2호 남해영해 1~2톤미만 10월 12-16시,기관손상
수상레저기구 태영호 인천항 및 진입수로 1톤미만 4월 16-20시,기관손상
어선 효성호 남해영해 1~2톤미만 11월 4-8시,화재 · 폭발
수상레저기구 해성호 서해영해 1톤미만 9월 12-16시,전복
수상레저기구 리치마린호 서해영해 1톤미만 1월 0-4시,침수
수상레저기구 진일호 목포항 및 진입수로 1톤미만 8월 16-20시,기관손상
어선 태양호 남해영해 1~2톤미만 11월 16-20시,침몰
예인선 광진월드7호 부산항 및 진입수로 100~500톤미만 4월 0-4시,충돌
"기타선 광진8001호 부산항 및 진입수로 1,000~5,000톤미만 4월 0-4시",충돌
수상레저기구 설후호 동해영해 1톤미만 9월 12-16시,기관손상
어선 윤희호 남해영해 1~2톤미만 12월 4-8시,부유물감김
수상레저기구 수림호 서해영해 1톤미만 4월 8-12시,기관손상
어선 만선호 대산항 및 진입수로 1~2톤미만 8월 4-8시,전복
어선 영생2호 서해영해 1~2톤미만 1월 8-12시,기관손상
어선 승민호 서해영해 1~2톤미만 3월 8-12시,기관손상
어선 제유호 남해영해 1~2톤미만 3월 8-12시,기관손상
어선 유선호 인천항 및 진입수로 1~2톤미만 6월 4-8시,부유물감김
수상레저기구 광복호 인천항 및 진입수로 1톤미만 5월 16-20시,침수
어선 재신호 부산항 및 진입수로 1~2톤미만 10월 16-20시,기관손상
수상레저기구 파트너호 서해영해 1톤미만 8월 12-16시,기관손상
"어선 수성호 삼천포, 통영항, 통영해만, 견내량수로 1~2톤미만 12월 4-8시",화재 · 폭발
어선 바다향기호 남해영해 1~2톤미만 12월 12-16시,기관손상
어선 5광영호 서해영해 5~10톤미만 7월 4-8시,안전사고
"어선 성신호 마산항, 진해항, 진해만(가덕수로) 1~2톤미만 4월 16-20시",침수
어선 명성호 동해영해 1~2톤미만 5월 16-20시,화재 · 폭발
어선 대일호 남해영해 1~2톤미만 6월 8-12시,추진축계손상
어선 메카닉호 남해영해 1~2톤미만 6월 16-20시,침수
어선 길호 동해영해 1~2톤미만 6월 0-4시,충돌
어선 월계수호 남해영해 1~2톤미만 9월 4-8시,기관손상
"수상레저기구 블루마린호 장항항,군산항 및 진입수로 1톤미만 9월 12-16시",운항저해
어선 제1행복호 남해영해 1~2톤미만 9월 16-20시,좌초
수상레저기구 세종호 서해영해 1톤미만 4월 8-12시,기관손상
수상레저기구 엔조이호 서해영해 1톤미만 4월 8-12시,기관손상
수상레저기구 월크래프트호 서해영해 1톤미만 6월 12-16시,기관손상
어선 세운호 서해영해 1~2톤미만 9월 20-24시,충돌
어선 성광호 남해영해 1~2톤미만 10월 8-12시,기관손상
어선 현덕호 남해영해 1~2톤미만 2월 16-20시,충돌
수상레저기구 하민스타호 서해영해 1톤미만 3월 12-16시,기관손상
어선 청일45호 남해영해 1~2톤미만 3월 4-8시,추진축계손상
수상레저기구 썬샤인호 남해영해 1톤미만 8월 12-16시,기관손상
어선 세운호 서해영해 1~2톤미만 6월 4-8시,기관손상
어선 현정호 서해영해 1~2톤미만 7월 8-12시,기관손상
어선 대양호 동해영해 1~2톤미만 7월 8-12시,좌초
어선 쉬리호 남해영해 1~2톤미만 8월 12-16시,기관손상
수상레저기구 소담호 남해영해 1톤미만 11월 8-12시,기관손상
어선 세운호 서해영해 1~2톤미만 9월 4-8시,기관손상
수상레저기구 수현호 동해영해 1톤미만 5월 12-16시,운항저해
어선 수덕호 남해영해 1~2톤미만 10월 8-12시,추진축계손상
어선 태진호 동해영해 1~2톤미만 11월 8-12시,기관손상
어선 낚시공원호 서해영해 1~2톤미만 11월 8-12시,충돌
수상레저기구 덕성호 서해영해 1톤미만 9월 20-24시,운항저해
어선 봄이설호 남해영해 1~2톤미만 11월 8-12시,기관손상
어선 해상호 남해영해 1~2톤미만 12월 8-12시,추진축계손상
어선 청포호 남해영해 1~2톤미만 1월 8-12시,기관손상
"어선 재원호 울산항(미포만포함), 포항항 1~2톤미만 4월 12-16시",기관손상
어선 윤재호 서해영해 1~2톤미만 4월 12-16시,충돌
어선 세운호 서해영해 1~2톤미만 5월 8-12시,기관손상
어선 청포호 남해영해 1~2톤미만 5월 4-8시,기관손상
어선 일출호 서해영해 1~2톤미만 7월 12-16시,기관손상
수상레저기구 여일호 남해영해 1톤미만 4월 12-16시,기관손상
수상레저기구 수영호 남해영해 1톤미만 8월 8-12시,침수
수상레저기구 낚시세상 서해영해 1톤미만 5월 8-12시,기관손상
어선 대성호 남해영해 1~2톤미만 7월 8-12시,기관손상
어선 어성호 남해영해 1~2톤미만 8월 4-8시,기관손상
어선 대한월드호 서해영해 1~2톤미만 8월 8-12시,조타장치손상
